2,2.5,1,0.7492039,0.5
2,3,0,0.2360702,1
2,3.5,0,0.2593735,0.25
2,2.5,1,0.1695147,0.5
4,2,1,0.1515618,1
2,4,1,0.1596974,0.25
2.5,2,0,0.138328,0.5
2,3.5,0,0.1591962,0
4,2,0,0.1420938,0
2,3.5,1,0.1498697,0.75
2,4,1,0.167783,0.75
2,3,1,0.1552474,0.5
3.5,2,1,0.0713293,1
2,3,1,0.1591537,1
4,2,0,0.1489364,0
2,3.5,0,0.1522052,0.5
2,2.5,0,0.1636653,1
2,4,0,0.160823,0.25
2.5,2,1,0.175544,0.25
2,4,1,0.1810424,1
2,2.5,1,0.1566473,0.5
3.5,2,1,0.3484622,0.5
2,3,1,0.2110207,0.5
2,2.5,1,0.7502931,0.75
2.5,2,1,0.5650377,1
3.5,2,1,0.5643024,0.25
2,4,1,0.3717357,0.75
4,2,0,0.3422955,0.5
2.5,2,0,0.154571,0.25
2,4,0,0.1698622,0
2.5,2,1,0.138553,0.25
2.5,2,1,0.1556529,0
2,2.5,0,0.1815559,0.25
2,3,0,0.1478039,0.25
2,4,0,0.1468259,0.5
3,2,1,0.1727705,1
4,2,1,0.1522494,0.75
2,3,1,0.1540502,0.5
3,2,0,0.1881183,1
2.5,2,0,0.1153931,0.25
3,2,0,0.1525982,0.25
3.5,2,0,0.1720247,0.5
3.5,2,1,0.2755098,0
2,3,1,0.1708192,1
2.5,2,1,0.1539983,1
2,3,1,0.1501346,0.75
2,3,0,0.1634416,0
3.5,2,0,0.1768818,1
2.5,2,0,0.1611623,0.75
3.5,2,0,0.1526686,1
2,3.5,0,0.1765472,0.75
2,2.5,1,0.135525,0
2.5,2,1,0.1539993,0.75
2,3.5,1,0.1543845,0.75
2.5,2,1,0.1584754,1
3.5,2,1,0.1705219,0
2.5,2,0,0.1390673,0.75
3,2,0,0.15774,0
3,2,0,0.1560553,0.75
2,4,0,0.1496575,0.25
2.5,2,1,0.1523257,0
2,4,1,0.148166,0.75
3,2,1,0.1348788,0.75
3.5,2,1,0.1480911,0.25
4,2,0,0.1575854,1
2,2.5,0,0.1314168,1
2,3.5,0,0.1244713,1
2,4,0,0.1260479,0.5
3.5,2,0,0.1440103,1
2,3,0,0.1381802,0.25
2,3,0,0.150094,0.75
2,3,1,0.1396691,0.5
2,4,1,0.150769,1
2,4,1,0.1588175,0.25
3.5,2,1,0.1596517,0.75
2,4,1,0.1279299,0
3,2,1,0.1542256,0.25
2,3,0,0.1465083,0
4,2,0,0.1611955,1
2,3.5,0,0.1590999,0.25
2,4,0,0.1573585,0.25
2,3,0,0.1395719,0.75
3.5,2,0,0.1367689,0.5
2,3.5,0,0.1393255,0.25
4,2,0,0.1490068,0
2,3,0,0.1476701,0.5
2,4,0,0.1491916,0.5
2,3.5,0,0.1496199,0.75
3.5,2,0,0.1554806,0
2,4,0,0.1500735,0.75
2,2.5,0,0.1452422,0
2.5,2,0,0.1581911,0.5
2,3.5,1,0.1676036,0.5
2,4,1,0.1550965,0.5
3,2,1,0.1473434,0
2.5,2,1,0.1543769,0.75
2,3,1,0.1560903,0
3,2,1,0.382951,0.25
3.5,2,1,0.3426651,0
2,2.5,0,1.86108,0
