2,3,1,7.697109,0.5
2,2.5,1,2.420057,0.25
2,3.5,1,7.252795,0.5
2,2.5,1,4.992533,0.5
4,2,0,3.406572,0.5
2,4,1,2.676538,0
2.5,2,0,10.04278,0.25
2,3.5,0,10.32284,0.75
3.5,2,0,4.017558,0.25
2,3.5,1,2.443721,0
2,4,1,3.056747,0.5
2,4,1,2.736308,0.25
3,2,0,5.647798,0.5
2,4,1,2.529788,0.5
2.5,2,1,19.25231,1
2,3.5,1,3.525452,0.25
2,3,1,3.003591,0.75
2,2.5,1,4.105286,0.5
4,2,0,22.62454,0.75
2,4,1,4.503393,0.25
2,4,1,7.148012,0.5
3.5,2,0,3.553324,0.5
2,2.5,1,10.64456,0.5
2,4,1,12.312,0.5
3,2,0,9.716402,0.75
4,2,0,4.871088,0.25
2,4,0,5.392719,0.75
3,2,0,4.932694,0.75
3,2,1,14.52888,1
2,3.5,0,5.670558,0.25
3,2,0,4.325276,0
2.5,2,0,11.78153,0.5
2,3,1,9.677448,0.5
2,4,1,3.473981,0.75
2,3,0,2.389005,1
3.5,2,0,7.28969,0.5
3.5,2,0,2.715447,0
2,2.5,1,4.685651,0
4,2,1,5.546648,1
4,2,1,4.811881,0.75
3,2,0,3.305548,0.5
2.5,2,0,3.431005,0.25
3,2,0,3.755696,0.5
2,3.5,1,2.208817,0
3.5,2,0,2.345324,0.25
2,4,1,2.369031,0
2,2.5,1,8.123412,1
3,2,1,2.265149,0.75
2.5,2,0,4.907072,0.25
3,2,0,3.768121,0.25
2,3,1,28.14262,1
2,4,1,5.732206,0.25
3.5,2,0,6.116427,0.25
2,3.5,1,5.734348,0.75
2.5,2,0,2.260958,0.5
3.5,2,1,9.622283,1
3,2,0,2.945514,0.25
4,2,0,2.468196,0
3,2,0,3.171445,0
2,2.5,1,2.083893,0.25
3.5,2,0,2.252694,0.75
2,4,0,4.691702,1
3.5,2,1,21.14868,0.75
3.5,2,1,9.348479,1
4,2,1,3.506938,1
2,2.5,1,24.94684,0.25
2,3.5,0,8.891868,1
2,4,1,3.689183,0.75
4,2,0,4.220567,0
2,3.5,1,1.954268,1
2,2.5,1,6.954474,0.75
2,2.5,1,3.259509,0
2,3,0,18.98943,0.75
2,2.5,1,8.175231,0
3,2,1,6.280729,1
2,2.5,0,13.09921,0.75
2.5,2,1,4.118646,0
2,4,0,8.587471,1
3,2,0,2.437664,0
2,4,1,5.371791,0
2,3.5,1,2.791682,0
2,2.5,1,13.72729,0.75
3,2,1,6.555182,0.5
2,3,1,28.85332,1
2.5,2,0,6.454725,1
2,4,0,9.561762,0.75
2,2.5,1,7.862745,0.25
2,3,1,3.839217,0
3.5,2,0,12.10455,0
2,2.5,1,29.54383,0.5
2,4,1,7.206816,0.25
2.5,2,0,23.40939,0.75
2,3,1,3.672413,0.25
2,2.5,1,5.42879,0.5
2.5,2,0,5.471419,0
3.5,2,0,8.689596,0
2,4,1,5.12537,0.75
2.5,2,0,2.516119,0.25
3,2,0,14.52266,0.75
2,2.5,1,0.7096485,0.25
