2,4,1,3.258685,1
2,3,0,3.627533,0.25
2,2.5,1,2.252514,0.25
2,3.5,1,4.179826,0.75
3.5,2,0,2.376385,0
2,4,1,2.298644,1
3,2,0,2.566471,0
2,2.5,1,7.64632,0.5
3.5,2,0,2.481746,0.25
2,2.5,1,4.515003,1
2,3.5,1,2.044394,0.75
2,3.5,1,2.661202,1
3.5,2,0,1.807614,0
2,3,1,2.106706,0.75
2.5,2,0,2.035666,0
2,3.5,1,1.825116,0.75
2,4,1,2.53139,1
2,3,1,2.7448,0.75
3.5,2,0,1.794483,0.75
2,3,1,1.735144,0.5
2,3.5,1,2.632831,0.25
4,2,0,1.612336,0.25
2,3.5,1,1.56582,0.75
2,2.5,1,2.766952,0
2.5,2,0,1.674519,0.5
3,2,0,2.816745,0.5
2,4,1,1.675651,0.25
3,2,0,1.697143,1
3.5,2,0,2.566876,0.5
2,4,1,1.548028,0.75
3.5,2,0,2.108441,0.25
2.5,2,0,3.050878,0.25
2,4,1,1.666298,0
2,2.5,1,2.682159,1
2,4,1,2.427439,0.5
3.5,2,0,1.612263,0.25
3.5,2,0,2.54226,0
2,4,1,1.542326,0.75
2.5,2,0,4.22169,0.5
4,2,0,2.694175,0.75
2.5,2,0,2.85015,0.5
2.5,2,1,11.64675,0
4,2,0,1.852138,0
2,3.5,1,1.983305,0.25
3.5,2,0,1.767414,0
2,3,1,1.99818,0.75
2,3,1,5.359974,0.5
4,2,0,1.882582,1
3,2,0,2.497632,0.25
3,2,0,3.033222,0.5
2,3,1,1.74999,1
2,4,1,2.445276,0.25
3,2,0,1.691804,1
2,2.5,1,4.629409,0.75
2.5,2,0,2.341827,1
3,2,0,2.593637,0.5
4,2,0,2.858179,0.25
3.5,2,0,2.912737,0.5
