2,2.5,0,6.667357,0.5
2,3,0,3.935995,1
2,3.5,1,5.044699,0.25
2,2.5,1,5.698294,0.5
4,2,1,3.608594,1
2,4,1,3.585554,0.25
2.5,2,0,14.18994,0.5
2,3.5,1,3.400146,0
4,2,0,2.68444,0
2,3.5,0,3.209208,0.75
2,4,0,3.593365,0.75
2,3,0,5.962426,0.5
3.5,2,1,2.661018,1
2,3,0,2.953139,1
4,2,0,3.281837,0
2,3.5,0,3.215606,0.5
2,2.5,0,4.115182,1
2,4,1,3.606297,0.25
2.5,2,0,8.807618,0.25
2,4,0,3.334751,1
2,2.5,0,4.608886,0.5
3.5,2,0,11.74104,0.5
2,3,1,18.51022,0.5
2,2.5,0,8.760971,0.75
2.5,2,1,3.970999,1
3.5,2,0,3.03274,0.25
2,4,0,3.158923,0.75
4,2,0,4.715938,0.5
2.5,2,0,4.230113,0.25
2,4,1,2.930809,0
2.5,2,0,6.553204,0.25
2.5,2,0,4.715141,0
2,2.5,1,3.862147,0.25
2,3,1,3.758067,0.25
2,4,1,8.483224,0.5
3,2,1,5.355287,1
4,2,1,4.852767,0.75
2,3,0,9.045978,0.5
3,2,1,3.915689,1
2.5,2,0,3.332443,0.25
3,2,0,3.70445,0.25
3.5,2,0,8.068985,0.5
3.5,2,0,3.715345,0
2,3,0,6.616813,1
2.5,2,1,16.05554,1
2,3,0,9.867439,0.75
2,3,1,4.078407,0
3.5,2,1,5.59618,1
2.5,2,1,7.890395,0.75
3.5,2,1,5.52437,1
2,3.5,0,8.276623,0.75
2,2.5,1,4.358996,0
2.5,2,1,6.4233,0.75
2,3.5,0,3.534298,0.75
2.5,2,1,8.735299,1
3.5,2,0,4.028587,0
2.5,2,1,9.961548,0.75
3,2,0,4.532265,0
3,2,1,8.444903,0.75
2,4,1,6.108628,0.25
2.5,2,0,6.523819,0
2,4,0,3.392866,0.75
3,2,1,8.063527,0.75
3.5,2,0,4.484893,0.25
4,2,1,3.301189,1
2,2.5,0,9.735098,1
2,3.5,0,3.564084,1
2,4,1,25.47126,0.5
3.5,2,1,3.447507,1
2,3,1,3.654101,0.25
2,3,0,7.147733,0.75
2,3,0,8.110261,0.5
2,4,0,3.429084,1
2,4,1,5.961677,0.25
3.5,2,1,4.86783,0.75
2,4,1,3.330542,0
3,2,0,5.842988,0.25
2,3,1,2.747255,0
4,2,1,3.853379,1
2,3.5,1,5.455267,0.25
2,4,1,3.857671,0.25
2,3,0,5.692377,0.75
3.5,2,0,6.491397,0.5
2,3.5,1,3.220399,0.25
4,2,0,3.498409,0
2,3,1,8.778617,0.5
2,4,1,7.901666,0.5
2,3.5,0,8.00972,0.75
3.5,2,0,4.533525,0
2,4,0,4.823349,0.75
2,2.5,1,4.091108,0
2.5,2,0,5.170231,0.5
2,3.5,1,7.11244,0.5
2,4,1,4.893307,0.5
3,2,0,3.241461,0
2.5,2,1,2.765259,0.75
2,3,1,5.605977,0
3,2,0,2.842139,0.25
3.5,2,0,4.028939,0
2,2.5,1,2.968996,0
