2,1.8,0,29.65614
2,2,0,23.40037
2,1.6,0,12.68588
2,1.4,0,10.46825
2,2.6,1,16.67503
2,1.6,0,12.39477
2,2.6,1,14.99001
2,2.4,1,13.84398
2,2.4,1,10.04289
2,1.8,0,24.65603
2,2.2,1,23.74795
2,1.8,0,13.91283
2,1.4,0,13.6006
2,2.2,1,20.67653
2,1.6,-1,30.02822
2,2.2,1,17.05352
2,1.4,0,13.65652
2,2.6,1,20.7645
2,2.4,1,13.1603
2,2.4,1,13.46273
2,2,-1,30.01578
2,2.2,1,6.159833
2,1.4,0,10.28534
2,2.6,1,23.45151
2,2.4,1,20.85488
2,2,1,20.03113
2,1.6,0,13.65197
2,1.4,0,16.69788
2,1.4,0,16.46684
2,1.6,0,27.24497
2,2.4,-1,30.03052
2,1.4,0,6.700965
2,1.4,0,8.251685
2,1.8,0,12.33662
2,2,1,25.07424
2,2,1,27.27023
2,2,1,17.97544
2,2.4,-1,30.02578
2,2.2,0,5.893791
2,2.4,1,17.00621
2,1.8,0,23.07039
2,1.8,-1,30.01476
2,2,0,13.70442
2,1.4,0,17.26948
2,2.6,1,13.85258
2,1.8,0,27.99393
2,2,0,12.40547
2,1.6,0,14.68504
2,1.8,0,21.18042
2,2.2,1,9.524361
2,1.6,0,11.09571
2,2.6,1,14.8797
2,1.8,0,17.5071
2,2.6,1,11.22565
2,2,1,22.21069
2,1.6,0,11.87339
2,2.6,1,12.61951
2,2.2,1,23.08561
2,1.6,0,17.59167
2,2.6,1,23.79759
2,1.8,1,11.94429
2,2,1,20.50814
2,2.6,1,26.01651
2,1.6,1,22.68043
2,2.2,1,21.73715
2,2.2,1,22.37557
2,2.4,1,27.38835
2,2.2,1,15.41517
2,1.4,0,15.01081
2,2.4,1,26.19639
