2,1.6,0,11.18903
2,2.6,1,9.719013
2,2.2,0,5.230676
2,1.4,0,2.934544
1.6,2,1,4.715341
2,2.4,1,3.479328
1.8,2,1,2.601218
2,1.8,1,4.315158
2.6,2,0,4.32706
2,2,1,3.71558
2,2.4,1,5.255687
2,2,0,2.387675
1.4,2,1,8.314338
2,1.4,0,4.781702
2,2,0,6.495893
2,2.6,1,1.866815
2,1.4,0,4.505198
2,2.4,1,5.415757
1.4,2,1,2.107826
2,1.8,0,9.343204
2,1.6,0,3.363982
1.6,2,1,4.445713
2,2.4,1,2.789564
2,1.6,0,7.622126
1.6,2,1,2.452018
2,2,0,5.076108
2,2,0,5.712673
1.4,2,1,2.660748
2.4,2,0,6.782525
2,2.2,1,7.012355
2,2,1,3.722234
1.6,2,1,9.60061
2,2,0,4.566878
2,1.4,0,4.212944
2,2.2,1,6.974955
2.6,2,0,2.458697
1.8,2,1,5.499955
2,2.4,1,3.550966
2,2,0,5.583719
2.6,2,0,7.879809
2.6,2,0,4.395879
2.6,2,0,4.575128
2.6,2,0,2.369874
2,1.8,0,3.693678
2.2,2,0,1.573956
2,2.6,1,2.556174
2,1.6,0,2.434225
1.8,2,1,2.260673
1.8,2,1,3.253648
1.8,2,1,5.717292
2,2.2,1,5.533063
2,2.4,0,3.456696
1.4,2,1,2.338364
2,2,1,2.611931
2.2,2,0,3.565367
2.2,2,0,2.496454
2.6,2,0,2.281059
2.4,2,0,4.513656
1.6,2,1,2.688554
2,1.6,0,2.587345
2.2,2,1,2.691206
2,2.2,1,3.998945
2.2,2,1,4.160793
1.8,2,1,3.29534
1.4,2,1,3.548218
2,1.4,0,3.751734
2,2.4,1,4.028202
2,2,1,7.059722
2.4,2,0,2.891774
2,1.8,0,3.174197
