2,1.8,0,7.13428
2,2,0,4.994375
2,1.6,1,14.39968
2,1.4,0,8.40806
2.6,2,0,11.55259
2,1.6,0,5.794948
2.6,2,0,9.273793
2,2.4,0,2.864447
2.4,2,0,26.56005
2,1.8,1,6.408036
2,2.2,0,12.43241
2,1.8,0,9.118627
1.4,2,1,9.544066
2,2.2,0,4.844316
1.6,2,1,12.62924
2,2.2,0,12.65297
2,1.4,0,14.41852
2,2.6,1,8.80409
2.4,2,1,5.095009
2,2.4,1,5.285109
2,2,0,7.67289
2.2,2,1,13.28055
2,1.4,0,4.129987
2,2.6,1,4.205674
2.4,2,0,4.522454
2,2,0,12.36235
2,1.6,0,5.705543
1.4,2,1,4.209649
1.4,2,1,9.707918
2,1.6,0,7.320633
2.4,2,0,13.91784
1.4,2,1,3.416327
2,1.4,0,4.02427
2,1.8,0,7.439806
2,2,1,12.628
2,2,1,10.74723
2,2,0,9.30739
2,2.4,1,5.153466
2.2,2,0,5.9617
2.4,2,0,9.986876
1.8,2,1,5.450037
1.8,2,1,7.189604
2,2,1,7.818959
2,1.4,0,10.96799
2.6,2,0,4.715216
2,1.8,1,9.001207
2,2,1,12.51718
1.6,2,1,10.16874
1.8,2,1,14.36777
2.2,2,0,28.29076
2,1.6,1,6.144317
2,2.6,0,11.6472
1.8,2,1,9.496722
2,2.6,1,21.10457
2,2,1,21.74761
1.6,2,1,13.20483
2.6,2,0,4.284731
2.2,2,0,13.53514
1.6,2,1,12.40416
2,2.6,1,11.29583
1.8,2,1,9.358216
2,2,0,9.156383
2.6,2,0,7.076037
1.6,2,1,7.979412
2.2,2,0,4.250116
2,2.2,1,3.249902
2,2.4,1,4.978197
2,2.2,1,7.1703
1.4,2,1,4.089936
2,2.4,1,13.98248
