2,1.6,1,4.932208
2,2.6,1,10.23045
2,2.2,0,2.906781
2,1.4,0,3.564638
1.6,2,1,3.006407
2,2.4,1,5.704138
1.8,2,1,3.555307
2,1.8,0,2.651168
2.6,2,0,3.831729
2,2,0,5.641148
2,2.4,1,3.272256
2,2,1,14.75679
1.4,2,1,3.519647
2,1.4,0,2.613929
2,2,1,19.09048
2,2.6,1,3.528688
2,1.4,0,3.10638
2,2.4,1,5.570313
1.4,2,1,4.960983
2,1.8,0,3.201788
2,1.6,0,3.929656
1.6,2,1,2.587554
2,2.4,1,3.663914
2,1.6,0,2.898116
1.6,2,1,2.54811
2,2,0,9.376756
2,2,0,3.114104
1.4,2,1,2.671995
2.4,2,0,6.124597
2,2.2,1,5.680233
2,2,0,2.915539
1.6,2,1,2.79134
2,2,1,4.708359
2,1.4,0,2.6371
2,2.2,1,8.099322
2.6,2,0,19.65392
1.8,2,1,3.625946
2,2.4,1,3.415528
2,2,0,2.955312
2.6,2,0,3.37465
2.6,2,0,3.149583
2.6,2,0,4.020617
2.6,2,0,3.950589
2,1.8,0,3.253664
2.2,2,0,4.563067
2,2.6,1,2.442103
2,1.6,0,5.648873
1.8,2,1,2.751945
1.8,2,1,3.60272
1.8,2,1,6.428475
2,2.2,1,4.787876
2,2.4,1,2.848429
1.4,2,1,3.250072
2,2,0,2.883361
2.2,2,0,4.19992
2.2,2,0,9.665078
2.6,2,0,3.894941
2.4,2,0,4.383023
1.6,2,1,2.568518
2,1.6,0,2.750683
2.2,2,0,11.87257
2,2.2,0,18.60038
2.2,2,1,3.249935
1.8,2,0,2.848783
1.4,2,1,2.7133
2,1.4,0,2.683428
2,2.4,1,5.503211
2,2,1,8.59422
2.4,2,0,2.700943
2,1.8,0,3.662535
