2,3,1,2.630336,0.5
2,2.5,1,2.08738,0.25
2,3.5,0,1.894353,0.5
2,2.5,0,2.667628,0.5
4,2,1,2.267579,0.5
2,4,1,2.3295,0
2.5,2,0,2.08069,0.25
2,3.5,1,3.009184,0.75
3.5,2,0,1.888217,0.25
2,3.5,1,2.543593,0
2,4,1,3.104705,0.5
2,4,1,3.696847,0.25
3,2,1,4.602143,0.5
2,4,1,1.73147,0.5
2.5,2,1,2.20336,1
2,3.5,1,8.230578,0.25
2,3,1,2.242,0.75
2,2.5,0,1.623552,0.5
4,2,1,2.866931,0.75
2,4,1,2.482293,0.25
2,4,0,3.054147,0.5
3.5,2,0,3.99464,0.5
2,2.5,1,2.207348,0.5
2,4,1,1.961863,0.5
3,2,1,4.074914,0.75
4,2,0,2.379264,0.25
2,4,1,2.40326,0.75
3,2,0,2.072526,0.75
3,2,1,2.193981,1
2,3.5,1,1.93335,0.25
3,2,0,2.30893,0
2.5,2,1,2.124412,0.5
2,3,0,2.079414,0.5
2,4,0,1.808797,0.75
2,3,0,2.218042,1
3.5,2,1,2.424629,0.5
3.5,2,0,1.883865,0
2,2.5,0,1.86355,0
4,2,1,3.110292,1
4,2,1,3.592844,0.75
3,2,1,6.181474,0.5
2.5,2,0,5.428755,0.25
3,2,0,2.626363,0.5
2,3.5,1,2.884336,0
3.5,2,0,4.690954,0.25
2,4,1,2.093814,0
2,2.5,0,2.440051,1
3,2,1,8.54044,0.75
2.5,2,0,2.506214,0.25
3,2,0,1.66951,0.25
2,3,0,3.732748,1
2,4,1,2.275125,0.25
3.5,2,0,2.093425,0.25
2,3.5,0,3.8565,0.75
2.5,2,0,2.401783,0.5
3.5,2,1,1.880772,1
3,2,0,2.769741,0.25
4,2,0,2.307865,0
3,2,0,2.187812,0
2,2.5,1,2.975033,0.25
3.5,2,0,1.945369,0.75
2,4,0,3.108702,1
3.5,2,0,2.333258,0.75
3.5,2,1,3.028763,1
4,2,1,2.089258,1
2,2.5,1,3.673401,0.25
2,3.5,0,2.231589,1
2,4,1,2.743552,0.75
4,2,0,5.039343,0
2,3.5,0,3.61575,1
2,2.5,0,2.009899,0.75
2,2.5,1,2.150314,0
