2,1.8,0,9.812601
2,2.4,1,11.15349
2,2.2,1,8.690333
2,2.6,1,7.446796
2,2,0,8.632944
2,1.4,0,10.3377
1.6,2,1,13.32703
2,2.4,1,8.960478
1.4,2,1,4.858799
2,1.6,0,5.849584
2,2,1,9.524323
2,1.8,1,13.59589
2.2,2,0,11.99588
2,2.6,1,11.50884
1.4,2,1,8.30312
2,2.2,1,8.219228
2,2.4,0,6.357543
2,1.8,0,10.71389
2,2,1,7.300183
2,1.6,0,6.138455
2,2.6,1,6.696739
1.8,2,1,9.48455
2,1.4,0,14.44976
2,2,0,10.25184
2.4,2,0,5.884405
2.6,2,0,7.447289
2,1.6,0,6.468314
2.2,2,0,7.461432
2,2,0,9.387418
2,1.4,0,7.32005
1.6,2,1,10.75791
2.6,2,0,4.991376
2,2.2,0,12.39418
2,1.8,0,7.037871
2,2.4,1,6.796161
1.8,2,0,10.52531
1.4,2,1,6.212739
2,2.6,1,12.89748
2.4,2,0,7.198252
2,2,0,10.01662
1.6,2,1,5.925302
2.2,2,1,7.022649
1.6,2,1,9.489306
2,2.6,1,13.87363
1.4,2,1,7.84217
2,2,1,7.520685
2,2.2,1,9.644584
2.4,2,0,9.333436
1.8,2,0,8.910095
2.2,2,0,10.4181
2,1.6,0,9.114148
2,2.4,1,9.657349
1.4,2,1,9.215904
2,1.8,0,11.76758
2.6,2,0,3.886682
2,2,1,15.33411
1.6,2,1,7.453208
1.4,2,1,4.685039
2.2,2,0,9.897657
2,1.8,0,9.688369
2.6,2,0,6.830688
2,2,0,6.700444
2.4,2,0,9.571261
1.6,2,1,7.073359
1.8,2,0,7.208518
2,2.4,1,6.895703
2,2.2,1,11.85954
2,2,1,10.30626
1.4,2,1,10.02272
2,2.6,1,5.707118
