2,1.8,0,11.70091
2,2.4,1,4.422518
2,2.2,1,13.93872
2,2.6,1,8.286226
2,2,1,28.66348
2,1.4,0,7.065674
1.6,2,0,14.62102
2,2.4,1,7.858405
1.4,2,1,4.550345
2,1.6,0,5.31346
2,2,0,20.50731
2,1.8,0,15.09654
2.2,2,1,20.75883
2,2.6,1,4.520291
1.4,2,1,2.716855
2,2.2,0,2.654632
2,2.4,1,13.66402
2,1.8,0,2.519998
2,2,1,15.033
2,1.6,0,7.934621
2,2.6,1,6.545083
1.8,2,1,24.47405
2,1.4,1,7.90519
2,2,0,9.710959
2.4,2,0,2.989522
2.6,2,0,6.155468
2,1.6,0,2.335834
2.2,2,0,14.71909
2,2,1,6.864952
2,1.4,0,2.487178
1.6,2,1,11.88591
2.6,2,0,8.544864
2,2.2,0,26.43311
2,1.8,0,13.2692
2,2.4,1,26.10385
1.8,2,1,4.476464
1.4,2,1,11.91432
2,2.6,-1,30.01637
2.4,2,0,3.509714
2,2,0,11.69282
1.6,2,1,4.202288
2.2,2,0,11.11772
1.6,2,1,2.898221
2,2.6,1,4.160045
1.4,2,1,4.456269
2,2,0,7.063737
2,2.2,0,25.14272
2.4,2,0,4.106462
1.8,2,1,12.43636
2.2,2,0,8.737494
2,1.6,0,11.89699
2,2.4,1,9.126088
1.4,2,1,17.00582
2,1.8,0,7.726641
2.6,2,0,7.040984
2,2,0,14.15549
1.6,2,1,6.718726
1.4,2,1,5.813603
2.2,2,0,7.806378
2,1.8,1,9.784336
2.6,2,0,13.64796
2,2,1,5.109308
2.4,2,1,8.224998
1.6,2,1,14.62243
1.8,2,1,7.110091
2,2.4,1,15.67129
2,2.2,1,28.32955
2,2,0,12.76828
1.4,2,1,3.090352
2,2.6,1,9.174842
