-0.01,0.0131088,1
-0.01,0.0252569,1
0,0.0340804,1
0,0.0557835,1
0,0.0669748,1
0,0.07839271,1
0,0.08975811,1
0,0.1021174,1
0,0.111771,1
0,0.1224426,1
0,0.1368362,1
0,0.151476,1
0,0.1627261,1
0,0.1754326,1
0,0.1861488,1
0,0.2094107,1
0,0.2218947,1
0,0.2318746,1
0,0.2447535,1
0,0.2545778,1
0,0.2652372,1
0,0.2772362,1
0,0.2898031,1
0,0.2994898,1
0,0.3110839,1
0,0.322909,1
0,0.3331833,1
0,0.344176,1
0,0.3571383,1
0,0.3666288,1
0,0.37816,1
0,0.3896893,1
0,0.4006491,1
0,0.4122286,1
0,0.4234138,1
0,0.4345752,1
0,0.4456708,1
0,0.4616013,1
0,0.4724025,1
0,0.4826778,1
0,0.4927888,1
0,0.5010445,1
0,0.5111069,1
0,0.5206148,1
0,0.529229,1
0,0.5396071,1
0,0.5475616,1
0,0.5584369,1
0,0.5667971,1
0,0.5762417,1
0,0.5848736,1
0,0.5940499,1
0,0.6030177,1
0,0.6125208,1
0,0.627116,1
0,0.6354235,1
0,0.6449065,1
0,0.655509,1
0,0.6637905,1
0,0.6737191,1
0,0.681735,1
0,0.6920888,1
0,0.6997069,1
0,0.7089878,1
0,0.7173305,1
0,0.7273406,1
0,0.7357993,1
0,0.7445813,1
0,0.7552024,1
0,0.7633638,1
0,0.7729642,1
-0.01,0.7809622,1
-0.01,0.7916969,1
-0.01,0.8015095,1
-0.03,0.8123587,1
-0.06,0.833518,1
-0.06,0.8451549,1
-0.11,0.8593832,1
-0.11,0.8709715,1
-0.11,0.8808791,1
-0.18,0.8958547,1
-0.18,0.9088931,1
-0.22,0.9198465,1
-0.22,0.9300863,1
-0.23,0.9414598,1
-0.23,0.9516285,1
-0.19,0.9641369,1
-0.19,0.9863595,1
-0.14,0.9970281,1
-0.14,1.007923,1
-0.13,1.018891,1
-0.13,1.031756,1
-0.12,1.042067,1
-0.12,1.055994,1
-0.12,1.065994,1
-0.11,1.077824,1
-0.11,1.09089,1
-0.1,1.101414,1
-0.1,1.11392,1
-0.08,1.125949,1
-0.04,1.1513,1
-0.04,1.161885,1
-0.02,1.176133,1
-0.02,1.192899,1
-0.01,1.208174,1
0,1.222912,1
0,1.235105,1
0,1.246003,1
0,1.263793,1
0,1.276449,1
0,1.305455,1
0,1.317048,1
0,1.326623,1
0,1.336873,1
0,1.347307,1
0,1.359232,1
0,1.370504,1
0,1.381252,1
0,1.392402,1
0,1.404118,1
0,1.415581,1
0,1.428936,1
0,1.450788,1
0,1.461708,1
0,1.474356,1
0,1.48283,1
0,1.494391,1
0,1.502555,1
0,1.512488,1
0,1.522916,1
0,1.531483,1
0,1.541428,1
0,1.549897,1
0,1.559405,1
-0.02,1.568077,1
-0.02,1.578023,1
-0.04,1.587505,1
-0.04,1.608735,1
-0.07,1.617139,1
-0.07,1.625632,1
-0.07,1.634594,1
-0.15,1.644147,1
-0.15,1.653575,1
-0.15,1.662184,1
-0.27,1.671622,1
-0.27,1.680346,1
-0.27,1.690229,1
-0.46,1.698621,1
-0.46,1.708003,1
-0.46,1.716204,1
-0.74,1.726254,1
-0.74,1.735081,1
-0.99,1.745468,1
-0.99,1.765728,1
-1.24,1.775638,1
-1.24,1.784607,1
-1.24,1.794266,1
-1.64,1.803713,1
-1.64,1.81314,1
-1.95,1.823034,1
-1.95,1.832631,1
-1.95,1.843137,1
-2.26,1.852223,1
-2.26,1.862026,1
-2.26,1.87076,1
-2.63,1.879656,1
-2.63,1.889905,1
-3.08,1.899371,1
-3.08,1.923616,1
-3.47,1.932062,1
-3.47,1.942601,1
-3.9,1.951367,1
-3.9,1.96116,1
-3.9,1.970579,1
-4.37,1.979198,1
-4.37,1.989103,1
-4.37,1.999187,1
-4.82,2.008453,1
-4.82,2.01858,1
-5.31,2.028305,1
-5.31,2.038544,1
-5.31,2.051394,1
-5.77,2.075814,1
-6.25,2.084591,1
-6.25,2.095245,1
-6.25,2.104853,1
-6.71,2.114569,1
-6.71,2.124829,1
-7.13,2.133658,1
-7.13,2.143638,1
-7.13,2.152778,1
-7.65,2.162691,1
-7.65,2.173482,1
-7.65,2.181944,1
-8.22,2.192671,1
-8.22,2.200692,1
-8.74,2.21163,1
-8.74,2.235323,1
-9.37,2.245672,1
-9.37,2.256723,1
-9.91,2.266158,1
-9.91,2.276973,1
-9.91,2.286986,1
-10.5,2.301566,1
-10.5,2.311865,1
-11.15,2.320573,1
-11.15,2.330012,1
-11.54,2.340955,1
-11.54,2.349124,1
-11.54,2.359547,1
-11.64,2.367392,1
-11.64,2.390933,1
-11.68,2.400352,1
-11.68,2.410616,1
-11.64,2.420466,1
-11.64,2.428958,1
-11.64,2.438799,1
-10.62,2.447611,1
-10.62,2.457688,1
-10.62,2.465483,1
-8.54,2.475486,1
-8.54,2.484191,1
-8.54,2.494099,1
-6.38,2.502439,1
-6.38,2.512702,1
-3.95,2.522025,1
-3.95,2.542989,1
-2.14,2.551666,1
-2.14,2.560754,1
-2.14,2.569631,1
-1,2.578954,1
-1,2.588219,1
-1,2.596689,1
-0.43,2.606278,1
-0.43,2.614949,1
-0.43,2.625573,1
-0.1,2.634603,1
-0.1,2.643479,1
-0.01,2.653136,1
-0.01,2.66223,1
-0.01,2.672108,1
0,2.691751,1
0,2.701062,1
0,2.710898,1
0,2.719825,1
0,2.729821,1
0,2.740406,1
0,2.748028,1
0,2.758295,1
0,2.766234,1
0,2.77692,1
0,2.784623,1
0,2.794139,1
0,2.803046,1
0,2.812988,1
0,2.822743,1
