0,0.0163606,1
0,0.0320485,1
0,0.0478597,1
-0.01,0.0637526,1
-0.01,0.0799269,1
-0.01,0.1062735,1
-0.01,0.1218329,1
-0.01,0.1369952,1
-0.01,0.1522256,1
-0.01,0.1677627,1
0,0.1837843,1
0,0.1998679,1
0,0.2172518,1
0,0.2324264,1
-0.01,0.2570642,1
-0.01,0.2734115,1
0,0.289968,1
0,0.3063098,1
0,0.322087,1
0,0.339058,1
0,0.3540893,1
0,0.3686995,1
0,0.3837844,1
0,0.4003961,1
0,0.4169039,1
0,0.432175,1
0,0.44768,1
0,0.4634864,1
0,0.4792095,1
0,0.495145,1
0,0.5111029,1
0,0.5277313,1
0,0.5434205,1
0,0.5598301,1
0,0.5761999,1
0,0.591088,1
0,0.6068335,1
0,0.622029,1
0,0.6368094,1
0,0.6511477,1
0,0.6666485,1
0,0.6820151,1
0,0.6980292,1
0,0.7140729,1
0,0.7296457,1
0,0.7457372,1
0,0.7616485,1
0,0.7777421,1
0,0.7934971,1
0,0.8082941,1
0,0.8236478,1
0,0.838539,1
0,0.8543129,1
0,0.8690372,1
0,0.8838064,1
0,0.8998185,1
-0.01,0.9152562,1
-0.01,0.9320278,1
-0.01,0.9482534,1
-0.01,0.9642153,1
-0.01,0.9803615,1
-0.01,0.9967433,1
-0.01,1.012882,1
-0.01,1.038175,1
-0.01,1.053558,1
-0.01,1.068147,1
-0.01,1.083746,1
-0.01,1.099018,1
-0.01,1.114874,1
-0.01,1.13043,1
-0.01,1.146649,1
-0.01,1.162583,1
-0.01,1.178839,1
-0.01,1.194912,1
-0.01,1.210694,1
-0.02,1.22606,1
-0.02,1.241464,1
-0.02,1.256889,1
-0.03,1.272475,1
-0.03,1.287101,1
-0.06,1.302521,1
-0.06,1.317764,1
-0.07,1.333166,1
-0.08,1.357363,1
-0.08,1.373186,1
-0.09,1.392333,1
-0.1,1.408069,1
-0.1,1.423542,1
-0.11,1.439125,1
-0.12,1.454331,1
-0.12,1.469,1
-0.11,1.483827,1
-0.11,1.510918,1
-0.11,1.527459,1
-0.1,1.545476,1
-0.09,1.561004,1
-0.09,1.576334,1
-0.07,1.591952,1
-0.07,1.607649,1
-0.06,1.623095,1
-0.05,1.639474,1
-0.05,1.666645,1
-0.05,1.682136,1
-0.06,1.697493,1
-0.07,1.71357,1
-0.07,1.729537,1
-0.07,1.746894,1
-0.07,1.763084,1
-0.06,1.778946,1
-0.06,1.795405,1
-0.06,1.820549,1
-0.06,1.835765,1
-0.06,1.850715,1
-0.06,1.866379,1
-0.06,1.882797,1
-0.07,1.898575,1
-0.07,1.915727,1
-0.07,1.93258,1
-0.08,1.951617,1
-0.09,1.975636,1
-0.09,1.99282,1
-0.1,2.008913,1
-0.11,2.026013,1
-0.11,2.042196,1
-0.14,2.057715,1
-0.14,2.073114,1
-0.17,2.088299,1
-0.22,2.103675,1
-0.29,2.1302,1
-0.29,2.146091,1
-0.29,2.152195,1
-0.35,2.17469,1
-0.4,2.190765,1
-0.47,2.207294,1
-0.47,2.223565,1
-0.55,2.239816,1
-0.55,2.255788,1
-0.65,2.280338,1
-0.75,2.296573,1
-0.86,2.312329,1
-0.86,2.328546,1
-1.03,2.345338,1
-1.03,2.361745,1
-1.27,2.378137,1
-1.55,2.395146,1
-1.55,2.41114,1
-1.84,2.436447,1
-2.15,2.452011,1
-2.47,2.467503,1
-2.47,2.483477,1
-2.9,2.49924,1
-2.9,2.515914,1
-3.42,2.532419,1
-3.87,2.549149,1
-3.87,2.565502,1
-4.42,2.590553,1
-4.96,2.606007,1
-4.96,2.621009,1
-5.59,2.636672,1
-6.12,2.651919,1
-6.12,2.667774,1
-6.59,2.683074,1
-6.59,2.698589,1
-6.92,2.714506,1
-7.08,2.730635,1
-7.11,2.756036,1
-7.11,2.771365,1
-6.97,2.786233,1
-6.97,2.801376,1
-6.65,2.816892,1
-6.29,2.832508,1
-6.29,2.847948,1
-6.01,2.86356,1
-6.01,2.879607,1
-5.73,2.89608,1
-5.51,2.921052,1
-5.38,2.936332,1
-5.38,2.952544,1
-5.26,2.967581,1
-5.26,2.983315,1
-5.31,2.998248,1
-5.59,3.013846,1
-5.59,3.029308,1
-6.03,3.045295,1
-6.03,3.061029,1
-6.54,3.084149,1
-6.9,3.099285,1
-6.9,3.114426,1
-7.38,3.13009,1
-7.86,3.145684,1
-7.86,3.162886,1
-8.39,3.180989,1
-8.81,3.198741,1
-8.81,3.216723,1
-9.22,3.245346,1
-9.54,3.261844,1
-9.78,3.277875,1
-9.78,3.296482,1
-9.83,3.311056,1
-9.87,3.327053,1
-9.87,3.341961,1
-9.63,3.358025,1
-9.63,3.374462,1
-8.67,3.398646,1
-7.48,3.414814,1
-6.35,3.42949,1
-6.35,3.445354,1
-5.4,3.461203,1
-5.4,3.476377,1
-4.24,3.491391,1
-3.52,3.507644,1
-3.52,3.523843,1
-2.83,3.539876,1
-1.79,3.565838,1
-1.79,3.582232,1
-1.23,3.597415,1
-0.83,3.61326,1
-0.83,3.629768,1
-0.61,3.645782,1
-0.42,3.662069,1
-0.42,3.678309,1
-0.2,3.694597,1
-0.11,3.719464,1
-0.11,3.734878,1
-0.08,3.749699,1
-0.08,3.76539,1
-0.07,3.781339,1
-0.05,3.797442,1
-0.05,3.813544,1
-0.04,3.833814,1
-0.03,3.849118,1
-0.04,3.873026,1
-0.04,3.888455,1
-0.04,3.903952,1
-0.04,3.920112,1
-0.04,3.936122,1
-0.04,3.951392,1
-0.04,3.968335,1
-0.04,3.974353,1
-0.05,3.997377,1
-0.04,4.014608,1
-0.03,4.036101,1
-0.03,4.050706,1
-0.01,4.066263,1
0,4.081561,1
0,4.097923,1
0,4.114215,1
0,4.129749,1
0,4.135856,1
0,4.158384,1
0,4.174859,1
0,4.19895,1
0,4.205111,1
0,4.218189,1
0,4.244995,1
0,4.253405,1
0,4.265997,1
0,4.288367,1
0,4.306113,1
0,4.32176,1
0,4.328279,1
0,4.358098,1
-0.01,4.373848,1
-0.01,4.388873,1
-0.05,4.404028,1
-0.12,4.418557,1
-0.12,4.433609,1
-0.26,4.448748,1
