2,1.6,0,6.296688
2,2.6,1,10.87222
2,2.2,1,24.26023
2,1.4,0,5.572836
1.6,2,1,4.655333
2,2.4,1,5.484411
1.8,2,1,6.729323
2,1.8,0,5.415042
2.6,2,0,5.140374
2,2,0,8.324167
2,2.4,1,3.978766
2,2,0,4.905924
1.4,2,1,5.310708
2,1.4,0,4.170493
2,2,0,5.868194
2,2.6,1,4.987568
2,1.4,0,3.102992
2,2.4,1,8.640284
1.4,2,1,5.773658
2,1.8,0,5.634539
2,1.6,0,5.870807
1.6,2,1,10.06976
2,2.4,1,4.78308
2,1.6,0,4.763061
1.6,2,1,5.201218
2,2,1,9.756216
2,2,0,6.161442
1.4,2,1,3.216688
2.4,2,0,4.223801
2,2.2,1,3.650921
2,2,0,5.086725
1.6,2,1,3.880229
2,2,0,28.20109
2,1.4,0,4.864597
2,2.2,1,4.038229
2.6,2,0,5.895132
1.8,2,0,6.649651
2,2.4,1,6.43751
2,2,0,7.827318
2.6,2,0,3.753148
2.6,2,0,3.5279
2.6,2,0,3.612189
2.6,2,0,3.333167
2,1.8,0,6.508568
2.2,2,0,4.30205
2,2.6,1,2.856076
2,1.6,0,2.998156
1.8,2,1,2.679871
1.8,2,1,5.568579
1.8,2,1,4.777853
2,2.2,1,4.233992
2,2.4,1,4.253247
1.4,2,1,4.180547
2,2,1,5.386193
2.2,2,0,2.950397
2.2,2,0,12.85957
2.6,2,0,3.968665
2.4,2,0,7.586417
1.6,2,1,4.15905
2,1.6,0,5.081546
2.2,2,0,5.246996
2,2.2,1,3.119328
2.2,2,1,6.029327
1.8,2,1,5.575876
1.4,2,1,5.730282
2,1.4,0,2.941636
2,2.4,1,3.405163
2,2,0,3.389451
2.4,2,0,3.735435
2,1.8,1,3.316712
