2,1.6,0,11.54079
2,2.6,1,5.600281
2,2.2,1,12.76734
2,1.4,0,2.991688
1.6,2,1,5.653511
2,2.4,1,2.729492
1.8,2,1,4.096432
2,1.8,0,5.709737
2.6,2,0,3.388049
2,2,0,16.39715
2,2.4,1,11.99427
2,2,1,5.158924
1.4,2,1,2.377731
2,1.4,0,2.949199
2,2,0,2.68353
2,2.6,1,4.412505
2,1.4,0,2.146922
2,2.4,1,5.100187
1.4,2,1,2.547035
2,1.8,0,7.448639
2,1.6,0,2.849012
1.6,2,1,1.957006
2,2.4,1,2.22497
2,1.6,0,5.203841
1.6,2,1,2.070835
2,2,1,5.28322
2,2,0,16.98453
1.4,2,1,9.097153
2.4,2,0,16.444
2,2.2,1,19.57284
2,2,1,8.049427
1.6,2,1,5.744732
2,2,1,3.272109
2,1.4,0,2.328512
2,2.2,1,7.694222
2.6,2,0,10.41038
1.8,2,1,8.373594
2,2.4,1,4.867805
2,2,1,26.79077
2.6,2,0,6.583362
2.6,2,0,6.84155
2.6,2,0,4.672614
2.6,2,0,5.812469
2,1.8,0,19.53813
2.2,2,0,12.16243
2,2.6,1,2.96181
2,1.6,0,12.14123
1.8,2,1,15.55805
1.8,2,1,4.232366
1.8,2,1,8.18053
2,2.2,1,3.383425
2,2.4,1,6.057163
1.4,2,1,4.730482
2,2,0,9.4481
2.2,2,0,11.82168
2.2,2,0,9.217789
2.6,2,0,2.915331
2.4,2,0,5.583245
1.6,2,1,2.685918
2,1.6,0,4.737275
2.2,2,0,3.3211
2,2.2,1,8.225174
2.2,2,0,10.9731
1.8,2,0,2.958963
1.4,2,1,2.003293
2,1.4,0,2.046156
2,2.4,1,2.242085
2,2,0,4.416523
2.4,2,0,4.122443
2,1.8,0,2.628222
