2,1.8,1,11.20342
2,2.4,1,20.87294
2,2.2,1,11.65321
2,2.6,1,23.66585
2,2,0,15.33242
2,1.4,0,17.42774
1.6,2,1,5.401987
2,2.4,1,8.73918
1.4,2,1,7.490281
2,1.6,1,14.76778
2,2,0,23.66699
2,1.8,1,28.20445
2.2,2,0,9.092545
2,2.6,1,11.86803
1.4,2,1,8.132365
2,2.2,0,11.13789
2,2.4,1,24.08765
2,1.8,0,4.743481
2,2,1,28.9751
2,1.6,0,8.672299
2,2.6,1,12.91832
1.8,2,1,13.05505
2,1.4,0,15.44013
2,2,1,28.497
2.4,2,0,20.76927
2.6,2,0,7.197594
2,1.6,0,9.657946
2.2,2,0,28.51791
2,2,0,15.32062
2,1.4,0,10.30635
1.6,2,1,4.292298
2.6,2,0,7.763537
2,2.2,1,7.073004
2,1.8,0,3.745221
2,2.4,1,6.645444
1.8,2,0,10.07683
1.4,2,1,6.861416
2,2.6,1,9.122672
2.4,2,0,14.88637
2,2,0,8.949917
1.6,2,1,5.332187
2.2,2,1,8.995199
1.6,2,1,15.45735
2,2.6,1,7.910981
1.4,2,1,6.859465
2,2,1,5.576192
2,2.2,1,6.454787
2.4,2,0,7.043947
1.8,2,1,6.041013
2.2,2,0,10.75616
2,1.6,0,11.90184
2,2.4,1,7.398127
1.4,2,1,19.27446
2,1.8,0,3.841497
2.6,2,1,7.638923
2,2,1,17.39421
1.6,2,1,19.89619
1.4,2,1,8.51212
2.2,2,0,9.254941
2,1.8,1,22.01186
2.6,2,0,13.42737
2,2,0,13.01174
2.4,2,0,5.927219
1.6,2,1,5.273193
1.8,2,0,14.78629
2,2.4,0,5.666692
2,2.2,0,7.471275
2,2,0,15.61105
1.4,2,1,2.993364
2,2.6,1,3.840927
